hidden_layer_sizes;activation;solver;learning_rate;iteration;MAPE;R�
"(50, 50)";tanh;adam;adaptive;2;0,17817337148107257;0,23624049959583093
"(50, 50)";tanh;adam;adaptive;3;0,17817337148107257;0,23624049959583093
"(50, 50)";tanh;sgd;constant;1;0,18582459578635988;0,05801563361124562
"(50, 50)";tanh;sgd;constant;2;0,18582459578635988;0,05801563361124562
"(50, 50)";tanh;sgd;constant;3;0,18582459578635988;0,05801563361124562
"(50, 50)";tanh;sgd;invscaling;1;0,26560536704021337;-0,6685312727523456
"(50, 50)";tanh;sgd;invscaling;2;0,26560536704021337;-0,6685312727523456
"(50, 50)";tanh;sgd;invscaling;3;0,26560536704021337;-0,6685312727523456
"(50, 50)";tanh;sgd;adaptive;1;0,18521007132616182;0,06608860403390004
"(50, 50)";tanh;sgd;adaptive;2;0,18521007132616182;0,06608860403390004
"(50, 50)";tanh;sgd;adaptive;3;0,18521007132616182;0,06608860403390004
"(50, 50)";tanh;lbfgs;constant;1;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;constant;2;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;constant;3;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;invscaling;1;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;invscaling;2;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;invscaling;3;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;adaptive;1;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;adaptive;2;0,045769319896635005;0,9268030611301179
"(50, 50)";tanh;lbfgs;adaptive;3;0,045769319896635005;0,9268030611301179
"(50, 50)";logistic;adam;constant;1;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;constant;2;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;constant;3;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;invscaling;1;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;invscaling;2;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;invscaling;3;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;adaptive;1;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;adaptive;2;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;adam;adaptive;3;0,14857217272264384;0,33651354201613015
"(50, 50)";logistic;sgd;constant;1;0,18723087130875157;0,041681797912934915
"(50, 50)";logistic;sgd;constant;2;0,18723087130875157;0,041681797912934915
"(50, 50)";logistic;sgd;constant;3;0,18723087130875157;0,041681797912934915
"(50, 50)";logistic;sgd;invscaling;1;0,9926676193047603;-12,20242602413055
"(50, 50)";logistic;sgd;invscaling;2;0,9926676193047603;-12,20242602413055
"(50, 50)";logistic;sgd;invscaling;3;0,9926676193047603;-12,20242602413055
"(50, 50)";logistic;sgd;adaptive;1;0,18435926253686255;0,060432493198061654
"(50, 50)";logistic;sgd;adaptive;2;0,18435926253686255;0,060432493198061654
"(50, 50)";logistic;sgd;adaptive;3;0,18435926253686255;0,060432493198061654
"(50, 50)";logistic;lbfgs;constant;1;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;constant;2;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;constant;3;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;invscaling;1;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;invscaling;2;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;invscaling;3;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;adaptive;1;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;adaptive;2;0,06711207702559874;0,8671619918228065
"(50, 50)";logistic;lbfgs;adaptive;3;0,06711207702559874;0,8671619918228065
