hidden_dim,num_layers,learning_rate,timesteps,epochs,batch_size,iteration,MAPE,R²
50,2,0.001,10,150,16,1,0.15674461755335226,0.25982794539290044
50,2,0.01,1,50,4,1,0.2651366886200486,-0.9832724938859301
50,2,0.01,1,50,8,1,0.3060388265226942,-1.499374414874357
50,2,0.01,1,50,16,1,0.23938834801656564,-0.7455237793202711
50,2,0.01,1,100,4,1,0.31259440162325747,-1.6462834785981166
50,2,0.01,1,100,8,1,0.33144871088108246,-1.7365994564424647
50,2,0.01,1,100,16,1,0.3089981501084132,-1.4867064516108592
50,2,0.01,1,150,4,1,0.3630452334767071,-2.0624236259194486
50,2,0.01,1,150,8,1,0.302586452951677,-1.4804125107172617
50,2,0.01,1,150,16,1,0.3271783601104657,-1.813913932109387
50,2,0.01,5,50,4,1,0.30689631589060856,-0.6158573199437141
50,2,0.01,5,50,8,1,0.3763319323472765,-2.6783594961286203
50,2,0.01,5,50,16,1,0.2669613108841099,-1.0121026465026128
50,2,0.01,5,100,4,1,0.2557521923411706,-0.7502684720728798
50,2,0.01,5,100,8,1,0.3075256617603855,-1.4930277256560291
50,2,0.01,5,100,16,1,0.2875321314289682,-1.3381797755822329
50,2,0.01,5,150,4,1,0.9515152777594138,-11.511998887357118
50,2,0.01,5,150,8,1,0.4029087677812171,-2.5861101186741897
50,2,0.01,5,150,16,1,0.33532698753582557,-1.9105427264334005
50,2,0.01,10,50,4,1,0.6011628656756085,-4.90823856218409
50,2,0.01,10,50,8,1,0.11137441384148175,0.691518284543684
50,2,0.01,10,50,16,1,0.3457876755346079,-1.9455036437021906
50,2,0.01,10,100,4,1,0.6741450813313573,-6.325044911604988
50,2,0.01,10,100,8,1,0.2732466931003803,-1.0138986846011884
50,2,0.01,10,100,16,1,0.35398648266186644,-2.1152702776870527
50,2,0.01,10,150,4,1,0.583424469888693,-4.913776337493497
50,2,0.01,10,150,8,1,0.44992684627034807,-2.4151544560792866
50,2,0.01,10,150,16,1,0.24671486869833417,-0.38728700446858344
50,2,0.1,1,50,4,1,0.27389457125004435,-0.20637649807813285
50,2,0.1,1,50,8,1,0.5873427713696646,-4.804858899332727
50,2,0.1,1,50,16,1,0.5361406184846126,-4.152783148978289
